timestamp,ip,usuario,sucesso,localizacao,tentativas_intervalo,origem_confiavel,tipo
2026-01-16 15:43:03.829182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:04.329182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:04.829182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:05.329182,203.0.113.11,admin,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:05.829182,203.0.113.11,guest,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:06.329182,203.0.113.11,guest,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:06.829182,203.0.113.11,root,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:07.329182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:07.829182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:08.329182,203.0.113.11,guest,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:08.829182,203.0.113.11,admin,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:09.329182,203.0.113.11,admin,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:09.829182,203.0.113.11,user,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:10.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:10.829182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:11.329182,203.0.113.11,administrator,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:11.829182,203.0.113.11,guest,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:12.329182,203.0.113.11,guest,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:12.829182,203.0.113.11,root,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:13.329182,203.0.113.11,admin,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:13.829182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:14.329182,203.0.113.11,root,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:14.829182,203.0.113.11,root,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:15.329182,203.0.113.11,administrator,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:15.829182,203.0.113.11,admin,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:16.329182,203.0.113.11,user,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:16.829182,203.0.113.11,root,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:17.329182,203.0.113.11,guest,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:17.829182,203.0.113.11,administrator,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:18.329182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:18.829182,203.0.113.11,user,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:19.329182,203.0.113.11,root,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:19.829182,203.0.113.11,user,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:20.329182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:20.829182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:21.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:21.829182,203.0.113.11,guest,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:22.329182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:22.829182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:23.329182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:23.829182,203.0.113.11,guest,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:24.329182,203.0.113.11,root,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:24.829182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:25.329182,203.0.113.11,guest,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:25.829182,203.0.113.11,guest,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:26.329182,203.0.113.11,user,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:26.829182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:27.329182,203.0.113.11,admin,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:27.829182,203.0.113.11,root,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:28.329182,203.0.113.11,administrator,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:28.829182,203.0.113.11,administrator,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:29.329182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:29.829182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:30.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:30.829182,203.0.113.11,administrator,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:31.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:31.829182,203.0.113.11,administrator,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:32.329182,203.0.113.11,root,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:32.829182,203.0.113.11,guest,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:33.329182,203.0.113.11,guest,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:33.829182,203.0.113.11,root,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:34.329182,203.0.113.11,administrator,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:34.829182,203.0.113.11,root,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:35.329182,203.0.113.11,admin,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:35.829182,203.0.113.11,user,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:36.329182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:36.829182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:37.329182,203.0.113.11,guest,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:37.829182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:38.329182,203.0.113.11,admin,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:38.829182,203.0.113.11,admin,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:39.329182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:39.829182,203.0.113.11,guest,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:40.329182,203.0.113.11,user,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:40.829182,203.0.113.11,admin,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:41.329182,203.0.113.11,root,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:41.829182,203.0.113.11,root,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:42.329182,203.0.113.11,user,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:42.829182,203.0.113.11,admin,0,VPN,100,0,ataque_rapido
2026-01-16 15:43:43.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:43.829182,203.0.113.11,user,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:44.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:44.829182,203.0.113.11,administrator,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:45.329182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:45.829182,203.0.113.11,admin,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:46.329182,203.0.113.11,user,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:46.829182,203.0.113.11,guest,0,Desconhecido,100,0,ataque_rapido
2026-01-16 15:43:47.329182,203.0.113.11,root,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:47.829182,203.0.113.11,user,0,Tor Exit Node,100,0,ataque_rapido
2026-01-16 15:43:48.329182,203.0.113.11,guest,0,Proxy,100,0,ataque_rapido
2026-01-16 15:43:48.829182,203.0.113.11,user,0,Proxy,100,0,ataque_rapido
2026-01-16 15:44:59.329182,192.168.1.76,eduardo,1,Brasil,3,1,normal
2026-01-16 15:44:59.329182,192.168.1.72,fernanda,1,Brasil,3,1,normal
2026-01-16 15:44:59.329182,192.168.1.96,carlos,1,Portugal,2,1,normal
2026-01-16 15:45:59.329182,192.168.1.91,eduardo,1,Canadá,3,1,normal
2026-01-16 15:47:59.329182,192.168.1.50,alice,1,Brasil,1,1,normal
2026-01-16 15:48:59.329182,192.168.1.2,fernanda,1,EUA,2,1,normal
2026-01-16 15:48:59.329182,192.168.1.41,bob,1,EUA,2,1,normal
2026-01-16 15:53:59.329182,192.168.1.40,diana,1,Brasil,2,1,normal
2026-01-16 15:55:59.329182,192.168.1.57,bob,1,Brasil,2,1,normal
2026-01-16 15:58:59.329182,192.168.1.79,fernanda,0,Brasil,3,1,normal
2026-01-16 15:58:59.329182,192.168.1.39,alice,0,Brasil,1,1,normal
2026-01-16 15:59:59.329182,203.0.113.10,admin,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 15:59:59.829182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:00.329182,203.0.113.10,root,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:00.829182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:01.329182,203.0.113.10,user,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:01.829182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:02.329182,203.0.113.10,user,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:02.829182,203.0.113.10,root,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:03.329182,203.0.113.10,admin,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:03.829182,203.0.113.10,administrator,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:04.329182,203.0.113.10,admin,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:04.829182,203.0.113.10,root,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:05.329182,203.0.113.10,guest,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:05.829182,203.0.113.10,administrator,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:06.329182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:06.829182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:07.329182,203.0.113.10,user,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:07.829182,203.0.113.10,guest,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:08.329182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:08.829182,203.0.113.10,administrator,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:09.329182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:09.829182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:10.329182,203.0.113.10,guest,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:10.829182,203.0.113.10,root,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:11.329182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:11.829182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:12.329182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:12.829182,203.0.113.10,guest,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:13.329182,203.0.113.10,guest,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:13.829182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:14.329182,203.0.113.10,user,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:14.829182,203.0.113.10,user,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:15.329182,203.0.113.10,root,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:15.829182,203.0.113.10,user,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:16.329182,203.0.113.10,user,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:16.829182,203.0.113.10,root,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:17.329182,203.0.113.10,admin,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:17.829182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:18.329182,203.0.113.10,admin,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:18.829182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:19.329182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:19.829182,203.0.113.10,root,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:20.329182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:20.829182,203.0.113.10,administrator,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:21.329182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:21.829182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:22.329182,203.0.113.10,root,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:22.829182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:23.329182,203.0.113.10,user,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:23.829182,203.0.113.10,guest,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:24.329182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:24.829182,203.0.113.10,guest,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:25.329182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:25.829182,203.0.113.10,user,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:26.329182,203.0.113.10,root,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:26.829182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:27.329182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:27.829182,203.0.113.10,user,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:28.329182,203.0.113.10,admin,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:28.829182,203.0.113.10,root,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:29.329182,203.0.113.10,admin,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:29.829182,203.0.113.10,guest,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:30.329182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:30.829182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:31.329182,203.0.113.10,root,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:31.829182,203.0.113.10,guest,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:32.329182,203.0.113.10,administrator,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:32.829182,203.0.113.10,user,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:33.329182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:33.829182,203.0.113.10,admin,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:34.329182,203.0.113.10,user,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:34.829182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:35.329182,203.0.113.10,guest,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:35.829182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:36.329182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:36.829182,203.0.113.10,root,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:37.329182,203.0.113.10,administrator,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:37.829182,203.0.113.10,administrator,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:38.329182,203.0.113.10,administrator,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:38.829182,203.0.113.10,guest,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:39.329182,203.0.113.10,administrator,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:39.829182,203.0.113.10,guest,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:40.329182,203.0.113.10,admin,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:40.829182,203.0.113.10,admin,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:41.329182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:41.829182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:42.329182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:42.829182,203.0.113.10,user,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:43.329182,203.0.113.10,guest,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:43.829182,203.0.113.10,admin,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:44.329182,203.0.113.10,administrator,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:44.829182,203.0.113.10,admin,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:45.329182,203.0.113.10,admin,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:45.829182,203.0.113.10,guest,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:46.329182,203.0.113.10,administrator,0,Desconhecido,98,0,ataque_rapido
2026-01-16 16:00:46.829182,203.0.113.10,admin,0,VPN,98,0,ataque_rapido
2026-01-16 16:00:47.329182,203.0.113.10,user,0,Proxy,98,0,ataque_rapido
2026-01-16 16:00:47.829182,203.0.113.10,root,0,Tor Exit Node,98,0,ataque_rapido
2026-01-16 16:00:59.329182,192.168.1.79,bob,1,Portugal,1,1,normal
2026-01-16 16:01:59.329182,192.168.1.32,eduardo,0,EUA,3,1,normal
2026-01-16 16:02:59.329182,192.168.1.67,diana,1,Brasil,3,1,normal
2026-01-16 16:03:59.329182,192.168.1.77,fernanda,1,Brasil,2,1,normal
2026-01-16 16:03:59.329182,192.168.1.93,eduardo,1,Canadá,3,1,normal
2026-01-16 16:05:59.329182,192.168.1.70,alice,1,Brasil,2,1,normal
2026-01-16 16:07:59.329182,192.168.1.28,diana,1,EUA,1,1,normal
2026-01-16 16:08:59.329182,192.168.1.53,bob,1,EUA,1,1,normal
2026-01-16 16:08:59.329182,203.0.113.12,user,0,Proxy,109,0,ataque_rapido
2026-01-16 16:08:59.829182,203.0.113.12,user,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:00.329182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:00.829182,203.0.113.12,administrator,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:01.329182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:01.829182,203.0.113.12,root,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:02.329182,203.0.113.12,administrator,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:02.829182,203.0.113.12,administrator,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:03.329182,203.0.113.12,root,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:03.829182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:04.329182,203.0.113.12,guest,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:04.829182,203.0.113.12,admin,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:05.329182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:05.829182,203.0.113.12,admin,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:06.329182,203.0.113.12,administrator,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:06.829182,203.0.113.12,guest,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:07.329182,203.0.113.12,user,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:07.829182,203.0.113.12,root,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:08.329182,203.0.113.12,guest,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:08.829182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:09.329182,203.0.113.12,root,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:09.829182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:10.329182,203.0.113.12,root,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:10.829182,203.0.113.12,admin,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:11.329182,203.0.113.12,user,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:11.829182,203.0.113.12,root,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:12.329182,203.0.113.12,guest,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:12.829182,203.0.113.12,guest,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:13.329182,203.0.113.12,admin,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:13.829182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:14.329182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:14.829182,203.0.113.12,guest,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:15.329182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:15.829182,203.0.113.12,administrator,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:16.329182,203.0.113.12,guest,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:16.829182,203.0.113.12,admin,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:17.329182,203.0.113.12,admin,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:17.829182,203.0.113.12,administrator,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:18.329182,203.0.113.12,guest,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:18.829182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:19.329182,203.0.113.12,user,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:19.829182,203.0.113.12,root,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:20.329182,203.0.113.12,guest,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:20.829182,203.0.113.12,admin,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:21.329182,203.0.113.12,user,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:21.829182,203.0.113.12,administrator,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:22.329182,203.0.113.12,admin,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:22.829182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:23.329182,203.0.113.12,admin,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:23.829182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:24.329182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:24.829182,203.0.113.12,user,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:25.329182,203.0.113.12,guest,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:25.829182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:26.329182,203.0.113.12,root,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:26.829182,203.0.113.12,user,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:27.329182,203.0.113.12,admin,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:27.829182,203.0.113.12,user,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:28.329182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:28.829182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:29.329182,203.0.113.12,root,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:29.829182,203.0.113.12,guest,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:30.329182,203.0.113.12,admin,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:30.829182,203.0.113.12,guest,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:31.329182,203.0.113.12,admin,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:31.829182,203.0.113.12,admin,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:32.329182,203.0.113.12,root,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:32.829182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:33.329182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:33.829182,203.0.113.12,administrator,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:34.329182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:34.829182,203.0.113.12,admin,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:35.329182,203.0.113.12,administrator,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:35.829182,203.0.113.12,admin,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:36.329182,203.0.113.12,root,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:36.829182,203.0.113.12,root,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:37.329182,203.0.113.12,administrator,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:37.829182,203.0.113.12,guest,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:38.329182,203.0.113.12,user,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:38.829182,203.0.113.12,user,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:39.329182,203.0.113.12,root,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:39.829182,203.0.113.12,root,0,Tor Exit Node,109,0,ataque_rapido
2026-01-16 16:09:40.329182,203.0.113.12,administrator,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:40.829182,203.0.113.12,administrator,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:41.329182,203.0.113.12,root,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:41.829182,203.0.113.12,admin,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:42.329182,203.0.113.12,administrator,0,VPN,109,0,ataque_rapido
2026-01-16 16:09:42.829182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
2026-01-16 16:09:43.329182,203.0.113.12,root,0,Proxy,109,0,ataque_rapido
2026-01-16 16:09:43.829182,203.0.113.12,user,0,Desconhecido,109,0,ataque_rapido
